part_number,product_type,description,quantity,Wrench Size,AMP,Approx. Spot Weld Size,Arbor,Arm,Ball Center To Base Of Hex,Ball Center To Housing End,Ball Center To Stud Thread End,Ball Center To Thread End,Ball Inside Diameter,Ball Outside Diameter,Ball Stud Neck Diameter,Ball Stud Thread Length,Ball Thickness,Barb Diameter,Barb Length,Barrel Diameter,Barrel Height,Barrel Height Post-Set,Barrel Height Pre-Set,Barrel Length,Base Diameter,Between Wing,Blade Type,Blade Width,Body Diameter,Bolt Size,Bottom Head Diameter,Bottom Head Size,Bundle Capacity,Bundle Diameter,Cable Diameter,Cable Size,Cap Finish,Cap Outside Diameter,Cavity,Center Of Hole To Bottom Of Hex,Center Of Hole To Edge,Center To Center,Circuit,Clamping Diameter,Clamping Range,Class,Closed Length,Closed Radius,Code,Coil Length,Cold Resistance (mO),Color,Connection,Contacts,Contains,Cover Or Base,Cowl Nut Height,Cowl Nut Width,Decibel,Degree,Diameter,Dielectric Strength,DIN,Drill Size,Drive Size,Drive Type,End Type,Eye I.D.,Finish,Fits,Fits Hole Size,Fits Hose I.D.,Fits Hose O.D.,Fits In,Fits Screw Size,Fits Stud Size,Fits Tubing O.D.,Flame Retardant Rating,Flange Diameter,Flange OD,Flange Thickness,Flat Length,Flute Length,For Moulding,Free Inside Diameter,Frequency,Furnished,Gap,Grade,Grade/Class,Grain,Grip Range,Grit,Groove &/or Code,Groove Diameter,Groove Width,Hardness,Head Diameter,Head Height,Head Size,Head Style,Head Thickness,Head Width,Height,Hex Height,Hex Size,Holding Strength,Holds O.D.,Hole Diameter,Hole Size,Hole Size/Grommet No,Hole Sizes,Hose Size,Housing Diameter,I2t (A2s),Illuminated,Includes,Indexing,Industry Standard No,Inner Diameter,Inner Diameter-Closed,Inner Diameter-Open,Inner Thread,Insert Type,Inside Length,Inside Width,Insulation,Internal Thread,Internal Thread Length,JIS,Jaw Depth,Jaw Inside Width,Jaw Outside Width,Kit Contents,Knurl Diameter,Lbs. Load,Lbs./Inch,Leg Length,Leg Width,Length,Length Head To Hole,Length Under Head,Location,Lock Ring Outer Diameter,Locking Style,Logo,Mandrel Material,Mandrel Push-out,Material,Material Thickness,Maximum Air Pressure,Maximum Auxiliary Current,Maximum Combined Current,Maximum Hole Diameter,Maximum Primary Current,Maximum Voltage Drop (mV),Maximum Wall Thickness,Metal Clip Length,Middle Head Diameter,Middle Head Size,Mounting,Mounting Screw Size,Size Range,Nominal Size,Open Length,Outer Diameter,Open Width,Outer Thread,Overall Height,Overall Length,Overall Width,P.S.I.,Packing,Panel Range,Panel Thickness,Pin Diameter,Pin End O.D.,Pin Head Diameter,Pin Hole,Pin Overall Length,Plate Length,Plate Width,Point,Point Type,Post-Shrunk Inner Diameter,Powerstroke,Pre-Shrunk Inner Diameter,Prong,Prong Length,Proof Load,Push On Force,Rating,Repairs,Replaces,Retainer Outer Diameter,Ring I.D.,Ring O.D.,Rivet Diameter,Rivet Length,Rockwell Hardness,Rod Diameter,Rod Size,Roller Groove,Roller O.D.,Rows,RPM,S.A.E. Standard,Screw Size,Screw Type,Shaft Diameter,Shaft Length,Shank,Shank Diameter,Shank Length,Shank Size,Shape,Shear,Shoulder Diameter,Shoulder Length,Shrink Ratio,Size,Sizes Covered,Slot,Slot Size,Solid Height,Span Range,Spline Diameter,Spool Size,Spread,Stem Diameter,Stem Length,Stem Size,Step Increments,Step Thickness,Stranding,Stud Hex Width,Stud Length,Stud Size,Style,Swing,Tab Size,Tap Size,Temperature Maximum,Temperature Range,Tensile Strength,Thickness,Thread 1,Thread 1 Length,Thread 2,Thread 2 Length,Thread Diameter,Thread Length,Thread Length-External,Thread Length-Internal,Thread Pitch,Thread Size-External,Thread Size-Internal,Thread Type,Top Head Diameter,Top Head Size,Top Of Radius To Base,Trim,Type,U Width,Used For,Used With,Volt,Voltage,Washer,Washer Diameter,Washer Head Diameter,Washer Type,Wattage,Weight,Width,Width Across Bottom Legs,Width From Ear To Ear,Wing Spread,Wire Diameter,Wire Gauge,Wire Material,Wire Strands & Strand Size,Wire Width,Wires,Wrench Width,Made In
22492,Molding Clip,GM Body Side & Exterior Trim Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm x 20mm,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22493,Trim Panel Retainer,Ford Trim Panel Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5mm,45mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,USA
22494,Grommet,Nissan Front Bumper Screw Grommet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5.5 (#12),,,,,,,,,,,,,,,,,,,,,,,17mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China
22495,Fender Wheel Rocker Retainer,Toyota Front Fender Retaining Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retaining Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22496,Bumper Grill Cowl Retainer,GM Grille Clip 17.5mm x 25mm,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5mm x 25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphate,,,,,,,,,,,,,,,,,,,,19mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,,,,,,,,,,,,Canada
22497,Hood Insulation Retainer,Toyota Hood Seal Retaining Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5mm x 13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7mm,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,,,,,,,,,,,,China
22498,Headliner Retainer,Mercedes-Benz Headliner Retainer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,13.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5mm,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5mm,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22499,Molding Retainer,Honda Garnish Retainer with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,16.3mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5mm,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,Retainer with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22500,Molding Clip,Hyundai Trunk Side Trim Moulding Clip with Sealer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 x 18mm,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm x 12mm,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22501,Rivet,Mazda Front Bumper & Grill Specialty Rivet,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0mm,,,,,,,,,,,,,,,,,,8mm,,,,,,,,,,,,,1.0mm - 13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specialty Rivet,,,,,,,,,,,,,,,,,,,,,,,China
22502,Fender Wheel Rocker Retainer,Toyota Side Mud Guard Push-Type Retainer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29mm,,,,,,,,,,,,22mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push-Type Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22503,Bumper Grill Cowl Retainer,Nissan Front Bumper Cover Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5mm,19mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22504,Weatherstrip Retainer,Mercedes-Benz Lower Weatherstrip Retaining Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,21mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm x 15mm,,,Retaining Clip,,,,,,,,,,,,,,,,,,,,,,,China
22505,Fender Wheel Rocker Retainer,Hyundai Rear Fender Liner Plug with Slotted Head,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,16.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plug,,,,,,,,,,,,,,,,,,,,,,,China
22506,Hood Prop Clip,Hyundai Hood Prop Rod Clip,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,8mm Rod,,,,,,,,,20mm,,,,,,,,,,,China
22507,Hood Prop Clip,Hyundai Hood Prop Rod Clip,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China
22508,Molding Clip,Hyundai Side Garnish Moulding Clip with Sealer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm x 16mm,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22509,Trim Panel Retainer,BMW Side Shield & Trim Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,T27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4mm,23mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22510,Molding Retainer,Mazda Retainer with Sealer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8mm,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mm,,,,Molding Retainer with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22511,Molding Clip,Mazda Moulding Clip with Sealer,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5mm,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7mm,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm x 17mm,,,Molding Retainer with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22512,Molding Retainer,Mazda Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5mm,,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,Molding Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22513,Fender Wheel Rocker Retainer,Mitsubishi Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16mm,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,Molding Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22514,Fender Wheel Rocker Retainer,Acura/Honda Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1mm,16mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22515,Bumper Grill Cowl Retainer,Mazda Push-Type Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm,,,,,,,,,,,,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Push-Type Retainer,,,,,,,,,,,,,,,,,,,,,,,China
22516,Retaining Clip,Mazda Retaining Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,5mm Cable,,,,,,,,,,,,,,,,,,,,,China
22517,Molding Clip,Mazda Emblem Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9mm x 22mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,9mm,,,,,,,,,,,China
22518,Retaining Clip,Acura/Honda Retaining Clip,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,5mm Cable,,,,,,,,,,,,,,,,,,,,China
22519,U-Nut,Mazda Nylon U-Nut,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11mm,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,1.0mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4.8 (#10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China
22520,Molding Clip,Mazda Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 15mm,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22521,Undefined,BMW Retainer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8mm,25mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clip,,,,,,,,,,,,,,,,,,,,,,,China
22522,Grommet,Nissan/Infiniti Screw Grommet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 x 16mm,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M5.5 (#12),,,,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China
22523,Molding Clip,Nissan Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,,,,,,,,,,,,,,,,,,,,,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10mm x 17mm,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
22524,Grommet,BMW Mini-Cooper Sound Insulation Grommet,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,9mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China
22525,Molding Clip,Toyota Moulding Clip with Sealer,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5 x 17.5mm,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3mm x 16.5mm,,,Molding Clip with Sealer,,,,,,,,,,,,,,,,,,,,,,,China
